"행정구역","2022년05월_계_총인구수","2022년05월_계_연령구간인구수","2022년05월_계_0세"
"서울특별시 강동구 고덕제1동(1174055000)","23,814","92","92"
"서울특별시 강동구 고덕제2동(1174056000)","22,408","187","187"
"서울특별시 강동구 암사제1동(1174057000)","34,262","139","139"
"서울특별시 강동구 암사제2동(1174058000)","15,123","125","125"
"서울특별시 강동구 암사제3동(1174059000)","17,641","89","89"
"서울특별시 강동구 천호제1동(1174060000)","26,580","125","125"
"서울특별시 강동구 천호제2동(1174061000)","33,003","173","173"
"서울특별시 강동구 천호제3동(1174062000)","26,315","154","154"
"서울특별시 강동구 성내제1동(1174064000)","19,891","148","148"
"서울특별시 강동구 성내제2동(1174065000)","23,241","90","90"
"서울특별시 강동구 성내제3동(1174066000)","22,936","91","91"
"서울특별시 강동구 길동(1174068500)","45,361","182","182"
"서울특별시 강동구 둔촌제1동(1174069000)","132","0","0"
"서울특별시 강동구 둔촌제2동(1174070000)","24,456","142","142"
"부산광역시  (2600000000)","3,338,167","14,073","14,073"
"부산광역시 중구 (2611000000)","40,537","78","78"
"부산광역시 중구 중앙동(2611051000)","3,176","4","4"
"부산광역시 중구 동광동(2611052000)","2,613","2","2"
"부산광역시 중구 대청동(2611053000)","6,180","8","8"
"부산광역시 중구 보수동(2611054500)","10,527","32","32"
"부산광역시 중구 부평동(2611056000)","4,485","3","3"
"부산광역시 중구 광복동(2611057000)","953","0","0"
"부산광역시 중구 남포동(2611058000)","897","1","1"
"부산광역시 중구 영주제1동(2611059000)","4,705","14","14"
"부산광역시 중구 영주제2동(2611060000)","7,001","14","14"
"부산광역시 서구 (2614000000)","103,810","306","306"
"부산광역시 서구 동대신제1동(2614051000)","5,596","29","29"
"부산광역시 서구 동대신제2동(2614052000)","7,191","5","5"
"부산광역시 서구 동대신제3동(2614053000)","7,671","32","32"
"부산광역시 서구 서대신제1동(2614054000)","13,631","69","69"
"부산광역시 서구 서대신제3동(2614056000)","7,905","27","27"
"부산광역시 서구 서대신제4동(2614057000)","7,652","22","22"
"부산광역시 서구 부민동(2614059000)","7,505","17","17"
"부산광역시 서구 아미동(2614061500)","6,390","6","6"
"부산광역시 서구 초장동(2614063000)","4,161","6","6"
"부산광역시 서구 충무동(2614064000)","9,811","29","29"
"부산광역시 서구 남부민제1동(2614065000)","4,813","14","14"
"부산광역시 서구 남부민제2동(2614066000)","8,880","15","15"
"부산광역시 서구 암남동(2614068000)","12,604","35","35"
"부산광역시 동구 (2617000000)","88,222","373","373"
"부산광역시 동구 초량제1동(2617051000)","5,022","11","11"
"부산광역시 동구 초량제2동(2617052000)","5,699","10","10"
"부산광역시 동구 초량제3동(2617053000)","13,051","147","147"
"부산광역시 동구 초량제6동(2617055000)","5,821","8","8"
"부산광역시 동구 수정제1동(2617056000)","4,121","12","12"
"부산광역시 동구 수정제2동(2617057000)","9,788","47","47"
"부산광역시 동구 수정제4동(2617059000)","3,801","2","2"
"부산광역시 동구 수정제5동(2617060000)","5,218","5","5"
"부산광역시 동구 좌천동(2617064500)","11,787","43","43"
"부산광역시 동구 범일제1동(2617065000)","11,674","26","26"
"부산광역시 동구 범일제2동(2617066000)","7,957","33","33"
"부산광역시 동구 범일제5동(2617068000)","4,283","29","29"
"부산광역시 영도구 (2620000000)","109,460","276","276"
"부산광역시 영도구 남항동(2620053000)","10,832","26","26"
"부산광역시 영도구 영선제1동(2620054000)","3,940","11","11"
"부산광역시 영도구 영선제2동(2620055000)","8,105","21","21"
"부산광역시 영도구 신선동(2620058500)","8,125","7","7"
"부산광역시 영도구 봉래제1동(2620059000)","6,653","19","19"
"부산광역시 영도구 봉래제2동(2620060500)","7,850","39","39"
"부산광역시 영도구 청학제1동(2620063000)","5,991","15","15"
"부산광역시 영도구 청학제2동(2620064000)","17,294","38","38"
"부산광역시 영도구 동삼제1동(2620065000)","27,220","75","75"
"부산광역시 영도구 동삼제2동(2620066000)","3,791","9","9"
"부산광역시 영도구 동삼제3동(2620067000)","9,659","16","16"
"부산광역시 부산진구 (2623000000)","350,977","1,467","1,467"
"부산광역시 부산진구 부전제1동(2623051000)","15,772","51","51"
"부산광역시 부산진구 부전제2동(2623052000)","10,523","61","61"
"부산광역시 부산진구 연지동(2623054000)","20,391","81","81"
"부산광역시 부산진구 초읍동(2623055000)","21,800","65","65"
"부산광역시 부산진구 양정제1동(2623056000)","19,723","97","97"
"부산광역시 부산진구 양정제2동(2623057000)","11,879","31","31"
"부산광역시 부산진구 전포제1동(2623060000)","21,650","156","156"
"부산광역시 부산진구 전포제2동(2623061000)","20,764","55","55"
"부산광역시 부산진구 부암제1동(2623064000)","23,264","127","127"
"부산광역시 부산진구 부암제3동(2623066000)","17,232","49","49"
"부산광역시 부산진구 당감제1동(2623067000)","22,788","66","66"
"부산광역시 부산진구 당감제2동(2623068000)","10,206","78","78"
"부산광역시 부산진구 당감제4동(2623070000)","11,193","48","48"
"부산광역시 부산진구 가야제1동(2623071000)","19,004","50","50"
"부산광역시 부산진구 가야제2동(2623072000)","16,696","58","58"
"부산광역시 부산진구 개금제1동(2623074000)","16,720","86","86"
"부산광역시 부산진구 개금제2동(2623075000)","10,801","21","21"
"부산광역시 부산진구 개금제3동(2623076000)","28,438","102","102"
"부산광역시 부산진구 범천제1동(2623077000)","11,966","69","69"
"부산광역시 부산진구 범천제2동(2623078000)","20,167","116","116"
"부산광역시 동래구 (2626000000)","273,996","1,290","1,290"
"부산광역시 동래구 수민동(2626051000)","32,113","179","179"
"부산광역시 동래구 복산동(2626052000)","9,283","14","14"
"부산광역시 동래구 명륜동(2626054500)","24,373","133","133"
"부산광역시 동래구 온천제1동(2626055000)","22,369","146","146"
"부산광역시 동래구 온천제2동(2626056000)","24,105","138","138"
"부산광역시 동래구 온천제3동(2626057000)","38,237","187","187"
"부산광역시 동래구 사직제1동(2626058000)","10,505","36","36"
"부산광역시 동래구 사직제2동(2626059000)","26,094","98","98"
"부산광역시 동래구 사직제3동(2626060000)","17,222","57","57"
"부산광역시 동래구 안락제1동(2626074000)","14,285","55","55"
"부산광역시 동래구 안락제2동(2626075000)","26,805","120","120"
"부산광역시 동래구 명장제1동(2626076100)","13,930","54","54"
"부산광역시 동래구 명장제2동(2626076200)","14,675","73","73"
"부산광역시 남구 (2629000000)","260,261","870","870"
"부산광역시 남구 대연제1동(2629051000)","15,796","37","37"
"부산광역시 남구 대연제3동(2629053000)","32,794","137","137"
"부산광역시 남구 대연제4동(2629054000)","12,214","69","69"
"부산광역시 남구 대연제5동(2629055000)","16,975","47","47"
"부산광역시 남구 대연제6동(2629056000)","15,140","83","83"
"부산광역시 남구 용호제1동(2629057000)","43,836","117","117"
"부산광역시 남구 용호제2동(2629058000)","16,562","59","59"
"부산광역시 남구 용호제3동(2629059000)","12,058","21","21"
"부산광역시 남구 용호제4동(2629060000)","8,460","32","32"
"부산광역시 남구 용당동(2629061000)","8,198","28","28"
"부산광역시 남구 감만제1동(2629062000)","12,586","37","37"
"부산광역시 남구 감만제2동(2629063000)","6,689","19","19"
"부산광역시 남구 우암동(2629064500)","12,645","14","14"
"부산광역시 남구 문현제1동(2629068000)","13,314","35","35"
"부산광역시 남구 문현제2동(2629069000)","8,479","28","28"
"부산광역시 남구 문현제3동(2629070000)","16,467","92","92"
"부산광역시 남구 문현제4동(2629071000)","8,048","15","15"
"부산광역시 북구 (2632000000)","280,647","1,274","1,274"
"부산광역시 북구 구포제1동(2632051000)","16,165","107","107"
"부산광역시 북구 구포제2동(2632052000)","24,988","89","89"
"부산광역시 북구 구포제3동(2632052100)","19,384","26","26"
"부산광역시 북구 금곡동(2632053000)","37,577","148","148"
"부산광역시 북구 화명제1동(2632054100)","40,997","244","244"
"부산광역시 북구 화명제2동(2632054200)","17,031","68","68"
"부산광역시 북구 화명제3동(2632054300)","29,340","127","127"
"부산광역시 북구 덕천제1동(2632055000)","10,961","28","28"
"부산광역시 북구 덕천제2동(2632056000)","11,850","23","23"
"부산광역시 북구 덕천제3동(2632056100)","10,616","17","17"
"부산광역시 북구 만덕제1동(2632057100)","16,637","182","182"
"부산광역시 북구 만덕제2동(2632057200)","26,666","138","138"
"부산광역시 북구 만덕제3동(2632057300)","18,435","77","77"
"부산광역시 해운대구 (2635000000)","392,110","1,516","1,516"
"부산광역시 해운대구 우제1동(2635051000)","22,091","86","86"
"부산광역시 해운대구 우제2동(2635052000)","30,552","162","162"
"부산광역시 해운대구 우제3동(2635052500)","28,509","152","152"
"부산광역시 해운대구 중제1동(2635053000)","27,885","128","128"
"부산광역시 해운대구 중제2동(2635054000)","15,787","79","79"
"부산광역시 해운대구 좌제1동(2635055100)","17,870","48","48"
"부산광역시 해운대구 좌제2동(2635055200)","31,728","146","146"
"부산광역시 해운대구 좌제3동(2635055300)","15,971","73","73"
"부산광역시 해운대구 좌제4동(2635055400)","22,912","75","75"
"부산광역시 해운대구 송정동(2635056000)","9,832","40","40"
"부산광역시 해운대구 반여제1동(2635057000)","33,970","133","133"
"부산광역시 해운대구 반여제2동(2635058000)","12,465","43","43"
"부산광역시 해운대구 반여제3동(2635059000)","8,347","9","9"
"부산광역시 해운대구 반여제4동(2635059500)","15,867","79","79"
"부산광역시 해운대구 반송제1동(2635061000)","13,557","22","22"
"부산광역시 해운대구 반송제2동(2635062000)","22,861","28","28"
"부산광역시 해운대구 재송제1동(2635065000)","37,604","159","159"
"부산광역시 해운대구 재송제2동(2635066000)","24,302","54","54"
"부산광역시 사하구 (2638000000)","305,393","1,149","1,149"
"부산광역시 사하구 괴정제1동(2638051000)","19,180","67","67"
"부산광역시 사하구 괴정제2동(2638052000)","15,465","66","66"
"부산광역시 사하구 괴정제3동(2638053000)","12,170","37","37"
"부산광역시 사하구 괴정제4동(2638054000)","12,012","32","32"
"부산광역시 사하구 당리동(2638055000)","26,021","73","73"
"부산광역시 사하구 하단제1동(2638056100)","21,331","60","60"
"부산광역시 사하구 하단제2동(2638056200)","25,292","98","98"
"부산광역시 사하구 신평제1동(2638057100)","16,648","68","68"
"부산광역시 사하구 신평제2동(2638057200)","17,660","124","124"
"부산광역시 사하구 장림제1동(2638058000)","10,582","37","37"
"부산광역시 사하구 장림제2동(2638059000)","27,069","97","97"
"부산광역시 사하구 다대제1동(2638060100)","38,246","136","136"
"부산광역시 사하구 다대제2동(2638060200)","26,845","92","92"
"부산광역시 사하구 구평동(2638061000)","12,920","124","124"
"부산광역시 사하구 감천제1동(2638062000)","18,152","31","31"
"부산광역시 사하구 감천제2동(2638063000)","5,800","7","7"
"부산광역시 금정구 (2641000000)","224,746","632","632"
"부산광역시 금정구 서제1동(2641051000)","5,185","2","2"
"부산광역시 금정구 서제2동(2641052000)","9,074","10","10"
"부산광역시 금정구 서제3동(2641053000)","11,034","20","20"
"부산광역시 금정구 금사회동동(2641055500)","7,734","12","12"
"부산광역시 금정구 부곡제1동(2641057000)","8,150","8","8"
"부산광역시 금정구 부곡제2동(2641058000)","17,841","53","53"
"부산광역시 금정구 부곡제3동(2641059000)","15,551","43","43"
"부산광역시 금정구 부곡제4동(2641059100)","12,593","30","30"
"부산광역시 금정구 장전제1동(2641060000)","18,010","36","36"
"부산광역시 금정구 장전제2동(2641061000)","26,294","153","153"
"부산광역시 금정구 선두구동(2641063500)","2,295","4","4"
"부산광역시 금정구 청룡노포동(2641066500)","9,687","28","28"
"부산광역시 금정구 남산동(2641067000)","28,351","52","52"
"부산광역시 금정구 구서제1동(2641068000)","19,442","72","72"
"부산광역시 금정구 구서제2동(2641069000)","32,492","109","109"
"부산광역시 금정구 금성동(2641070000)","1,013","0","0"
"부산광역시 강서구 (2644000000)","143,914","1,330","1,330"
"부산광역시 강서구 대저1동(2644051000)","6,426","11","11"
"부산광역시 강서구 대저2동(2644052000)","7,046","36","36"
"부산광역시 강서구 강동동(2644053000)","4,186","5","5"
"부산광역시 강서구 명지1동(2644053500)","53,744","786","786"
"부산광역시 강서구 명지2동(2644054500)","30,368","211","211"
